,Time(sec),Distance(feet),SOC,Elevation(feet),Surplus(Foot-pound)
416,412.37442799999826,18144.474831999923,0.0,17.502857976173054,0.0
417,413.37442799999826,18188.474831999923,0.0,17.547059681354614,0.0
418,414.37442799999826,18232.474831999923,0.0,17.591261386536175,0.0
419,415.37442799999826,18276.474831999923,0.0,17.635463091717735,0.0
420,416.37442799999826,18320.474831999923,0.0,17.679664796899296,0.0
421,417.37442799999826,18364.474831999923,0.0,17.723866502080856,0.0
422,418.37442799999826,18408.474831999923,0.0,17.768068207262417,0.0
423,419.37442799999826,18452.474831999923,0.0,17.812269912443977,0.0
424,420.37442799999826,18496.474831999923,0.0,17.856471617625537,0.0
425,421.37442799999826,18540.474831999923,0.0,17.900673322807098,0.0
426,422.37442799999826,18584.474831999923,0.0,17.944875027988658,0.0
427,423.37442799999826,18628.474831999923,0.0,17.98907673317022,0.0
428,424.37442799999826,18672.474831999923,0.0,18.03327843835178,0.0
429,425.37442799999826,18716.474831999923,0.0,18.07748014353334,0.0
430,426.37442799999826,18760.474831999923,0.0,18.1216818487149,0.0
431,427.37442799999826,18804.474831999923,0.0,18.16588355389646,0.0
432,428.37442799999826,18848.474831999923,0.0,18.21008525907802,0.0
433,429.37442799999826,18892.474831999923,0.0,18.25428696425958,0.0
434,430.37442799999826,18936.474831999923,0.0,18.29848866944114,0.0
435,431.37442799999826,18980.474831999923,0.0,18.342690374622702,0.0
436,432.37442799999826,19024.474831999923,0.0,18.386892079804262,0.0
437,433.37442799999826,19068.474831999923,0.0,18.431093784985823,0.0
438,433.93333199999455,19093.06660799976,0.0,18.5,0.0
439,434.93333199999455,19137.06660799976,0.0,18.5,0.0
440,435.93333199999455,19181.06660799976,0.0,18.458333333333336,0.0
441,436.93333199999455,19225.06660799976,0.0,18.41666666666667,0.0
442,437.93333199999455,19269.06660799976,0.0,18.375000000000007,0.0
443,438.93333199999455,19313.06660799976,0.0,18.333333333333343,0.0
444,439.93333199999455,19357.06660799976,0.0,18.29166666666668,0.0
