,Time(sec),Distance(feet),SOC,Surplus(Foot-pound)
172,172.0,7568.0,0.9858218769617061,0.0
173,173.0,7612.0,0.9857394460138091,0.0
174,174.0,7656.0,0.9856570150659121,0.0
175,175.0,7700.0,0.9855745841180149,0.0
176,176.0,7744.0,0.9854921531701177,0.0
177,177.0,7788.0,0.9854097222222208,0.0
178,178.0,7832.0,0.9853272912743238,0.0
179,179.0,7876.0,0.9852448603264268,0.0
180,180.0,7920.0,0.9851624293785296,0.0
181,181.0,7964.0,0.9850799984306327,0.0
182,182.0,8008.0,0.9849975674827357,0.0
183,183.0,8052.0,0.9849151365348386,0.0
184,184.0,8096.0,0.9848327055869415,0.0
185,185.0,8140.0,0.9847502746390443,0.0
186,186.0,8184.0,0.9846678436911473,0.0
187,187.0,8228.0,0.9845854127432504,0.0
188,188.0,8272.0,0.9845029817953533,0.0
189,189.0,8316.0,0.9844205508474562,0.0
190,190.0,8360.0,0.9843381198995592,0.0
191,191.0,8404.0,0.984255688951662,0.0
192,192.0,8448.0,0.9841732580037651,0.0
193,193.0,8492.0,0.984090827055868,0.0
194,194.0,8536.0,0.9840083961079709,0.0
195,195.0,8580.0,0.9839259651600737,0.0
196,196.0,8624.0,0.9838435342121767,0.0
197,197.0,8668.0,0.9837611032642796,0.0
198,198.0,8712.0,0.9836786723163826,0.0
199,199.0,8756.0,0.9835962413684858,0.0
200,200.0,8800.0,0.9835138104205886,0.0
201,201.0,8844.0,0.9834313794726915,0.0
202,202.0,8888.0,0.9833489485247946,0.0
203,203.0,8932.0,0.9832665175768976,0.0
204,204.0,8976.0,0.9831840866290008,0.0
205,205.0,9020.0,0.9831016556811036,0.0
206,206.0,9064.0,0.9830192247332067,0.0
207,207.0,9108.0,0.9829367937853096,0.0
208,208.0,9152.0,0.9828543628374125,0.0
209,209.0,9196.0,0.9827719318895153,0.0
210,210.0,9240.0,0.9826895009416183,0.0
211,211.0,9284.0,0.9826070699937212,0.0
212,212.0,9328.0,0.9825246390458242,0.0
213,213.0,9372.0,0.9824422080979271,0.0
214,214.0,9416.0,0.98235977715003,0.0
215,215.0,9460.0,0.9822773462021328,0.0
216,216.0,9504.0,0.9821949152542359,0.0
217,217.0,9548.0,0.9821124843063389,0.0
218,218.0,9592.0,0.9820300533584418,0.0
219,219.0,9636.0,0.9819476224105449,0.0
220,220.0,9680.0,0.9818651914626477,0.0
221,221.0,9724.0,0.9817827605147508,0.0
222,222.0,9768.0,0.9817003295668537,0.0
223,223.0,9812.0,0.9816178986189565,0.0
224,224.0,9856.0,0.9815354676710594,0.0
225,225.0,9900.0,0.9814530367231624,0.0
226,226.0,9944.0,0.9813706057752655,0.0
227,227.0,9988.0,0.9812881748273684,0.0
228,228.0,10032.0,0.9812057438794712,0.0
229,229.0,10076.0,0.9811233129315743,0.0
230,230.0,10120.0,0.9810408819836771,0.0
231,231.0,10164.0,0.98095845103578,0.0
232,232.0,10208.0,0.9808760200878829,0.0
233,233.0,10252.0,0.9807935891399858,0.0
234,234.0,10296.0,0.9807111581920888,0.0
235,235.0,10340.0,0.9806287272441918,0.0
236,236.0,10384.0,0.9805462962962946,0.0
237,237.0,10428.0,0.9804638653483976,0.0
238,238.0,10472.0,0.9803814344005004,0.0
239,239.0,10516.0,0.9802990034526035,0.0
240,240.0,10560.0,0.9802165725047063,0.0
241,241.0,10604.0,0.9801341415568093,0.0
242,242.0,10648.0,0.9800517106089123,0.0
243,243.0,10692.0,0.9799692796610151,0.0
244,244.0,10736.0,0.9798868487131179,0.0
245,245.0,10780.0,0.979804417765221,0.0
246,246.0,10824.0,0.979721986817324,0.0
247,247.0,10868.0,0.979639555869427,0.0
248,248.0,10912.0,0.97955712492153,0.0
249,249.0,10956.0,0.9794746939736328,0.0
250,250.0,11000.0,0.9793922630257359,0.0
251,251.0,11044.0,0.9793098320778388,0.0
252,252.0,11088.0,0.9792274011299417,0.0
253,253.0,11132.0,0.9791449701820445,0.0
254,254.0,11176.0,0.9790625392341475,0.0
255,255.0,11220.0,0.9789801082862504,0.0
256,256.0,11264.0,0.9788976773383534,0.0
257,257.0,11308.0,0.9788152463904564,0.0
258,258.0,11352.0,0.9787328154425592,0.0
259,259.0,11396.0,0.978650384494662,0.0
260,260.0,11440.0,0.9785679535467651,0.0
261,261.0,11484.0,0.9784855225988681,0.0
262,262.0,11528.0,0.9784030916509711,0.0
263,263.0,11572.0,0.9783206607030739,0.0
264,264.0,11616.0,0.9782382297551769,0.0
265,265.0,11660.0,0.97815579880728,0.0
266,266.0,11704.0,0.9780733678593829,0.0
267,267.0,11748.0,0.9779909369114858,0.0
268,268.0,11792.0,0.9779085059635886,0.0
269,269.0,11836.0,0.9778260750156916,0.0
270,270.0,11880.0,0.9777436440677947,0.0
271,271.0,11924.0,0.9776612131198976,0.0
272,272.0,11968.0,0.9775787821720004,0.0
273,273.0,12012.0,0.9774963512241035,0.0
274,274.0,12056.0,0.9774139202762063,0.0
275,275.0,12100.0,0.9773314893283094,0.0
276,276.0,12144.0,0.9772490583804123,0.0
277,277.0,12188.0,0.9771666274325151,0.0
278,278.0,12232.0,0.977084196484618,0.0
279,279.0,12276.0,0.977001765536721,0.0
280,280.0,12320.0,0.9769193345888239,0.0
281,281.0,12364.0,0.9768369036409269,0.0
282,282.0,12408.0,0.9767544726930301,0.0
283,283.0,12452.0,0.9766720417451329,0.0
284,284.0,12496.0,0.9765896107972358,0.0
285,285.0,12540.0,0.9765071798493389,0.0
286,286.0,12584.0,0.9764247489014419,0.0
287,287.0,12628.0,0.9763423179535451,0.0
288,288.0,12672.0,0.9762598870056479,0.0
289,289.0,12716.0,0.976177456057751,0.0
290,290.0,12760.0,0.9760950251098539,0.0
291,291.0,12804.0,0.9760125941619567,0.0
292,292.0,12848.0,0.9759301632140596,0.0
293,293.0,12892.0,0.9758477322661626,0.0
294,294.0,12936.0,0.9757653013182654,0.0
295,295.0,12980.0,0.9756828703703685,0.0
